English,IPA
enabling,/ɛneɪbʌlɪŋ/
fever,/fivɝ/
flesh,/flɛʃ/
graphic,/ɡræfɪk/
implied,/ɪmplaɪd/
infant,/ɪnfʌnt/
intact,/ɪntækt/
integrity,/ɪntɛɡrʌti/
nationwide,/neɪʃʌnwaɪd/
photography,/fʌtɑɡrʌfi/
prisoner,/prɪzʌnɝ/
protecting,/prʌtɛktɪŋ/
quarters,/kwɔrtɝz/
seemingly,/simɪŋli/
suggestion,/sʌɡdʒɛstʃʌn/
tomb,/tum/
two-thirds,N/A
vitamin,/vaɪtʌmʌn/
bitter,/bɪtɝ/
gardens,/ɡɑrdʌnz/
innovative,/ɪnʌveɪtɪv/
module,/mɑdʒul/
praise,/preɪz/
prefix,/prifɪks/
privileges,/prɪvlʌdʒʌz/
sailing,/seɪlɪŋ/
tonnes,/tʌnz/
transmit,/trænzmɪt/
chronic,/krɑnɪk/
definite,/dɛfʌnʌt/
dominate,/dɑmʌneɪt/
drops,/drɑps/
extensions,/ɪkstɛnʃʌnz/
horn,/hɔrn/
managing,/mænʌdʒɪŋ/
recreational,/rɛkrieɪʃʌnʌl/
saving,/seɪvɪŋ/
scientist,/saɪʌntɪst/
scripts,/skrɪpts/
shield,/ʃild/
valves,/vælvz/
carved,/kɑrvd/
divorced,/dɪvɔrst/
execute,/ɛksʌkjut/
fruits,/fruts/
genres,/ʒɑnrʌz/
ratings,/reɪtɪŋz/
representations,/rɛprʌzʌnteɪʃʌnz/
respected,/rɪspɛktɪd/
undergo,/ʌndɝɡoʊ/
commanders,/kʌmændɝz/
declare,/dɪklɛr/
gray,/ɡreɪ/
infrared,/ɪnfrɝɛd/
literacy,/lɪtɝʌsi/
realistic,/riʌlɪstɪk/
safely,/seɪfli/
thanks,/θæŋks/
wisdom,/wɪzdʌm/
afford,/ʌfɔrd/
editors,/ɛdɪtɝz/
inferior,/ɪnfɪriɝ/
neighbouring,N/A
participating,/pɑrtɪsʌpeɪtɪŋ/
pen,/pɛn/
pointing,/pɔɪntɪŋ/
proceedings,/proʊsidɪŋz/
proceeds,/prʌsidz/
strange,/streɪndʒ/
uncle,/ʌŋkʌl/
voices,/vɔɪsʌz/
heaven,/hɛvʌn/
horizon,/hɝaɪzʌn/
matching,/mætʃɪŋ/
polarization,/poʊlɝʌzeɪʃʌn/
practitioners,/præktɪʃʌnɝz/
tight,/taɪt/
armor,/ɑrmɝ/
axioms,/æksiʌmz/
burial,/bɛriʌl/
guarantee,/ɡɛrʌnti/
men's,/mɛnz/
posted,/poʊstɪd/
specimens,/spɛsʌmʌnz/
stolen,/stoʊlʌn/
strongest,/strɔŋɡʌst/
treaties,/tritiz/
tuning,/tunɪŋ/
achieving,/ʌtʃivɪŋ/
guards,/ɡɑrdz/
inhabited,/ɪnhæbʌtʌd/
inverse,/ɪnvɝs/
neighborhoods,/neɪbɝhʊdz/
profound,/proʊfaʊnd/
projection,/prʌdʒɛkʃʌn/
urged,/ɝdʒd/
withdrawn,/wɪθdrɔn/
allegedly,/ʌlɛdʒʌdli/
badly,/bædli/
conquered,/kɑŋkɝd/
cream,/krim/
gather,/ɡæðɝ/
half-life,N/A
imply,/ɪmplaɪ/
polynomial,/pɑlɪnoʊmiʌl/
profession,/prʌfɛʃʌn/
pursuit,/pɝsut/
speeches,/spitʃʌz/
trick,/trɪk/
victories,/vɪktɝiz/
brick,/brɪk/
extraordinary,/ɪkstrɔrdʌnɛri/
kg,N/A
lawyer,/lɔjɝ/
managers,/mænʌdʒɝz/
militia,/mʌlɪʃʌ/
prevalent,/prɛvʌlʌnt/
providers,/prʌvaɪdɝz/
quiet,/kwaɪʌt/
subtle,/sʌtʌl/
testimony,/tɛstʌmoʊni/
trail,/treɪl/
approximation,/ʌprɑksʌmeɪʃʌn/
conductor,/kʌndʌktɝ/
extract,/ɪkstrækt/
flash,/flæʃ/
infected,/ɪnfɛktʌd/
mistake,/mɪsteɪk/
moisture,/mɔɪstʃɝ/
purple,/pɝpʌl/
raid,/reɪd/
renowned,/rɪnaʊnd/
stamp,/stæmp/
supposedly,/sʌpoʊzʌdli/
unconscious,/ʌnkɑnʃʌs/
adventure,/ædvɛntʃɝ/
astronomical,/æstrʌnɑmɪkʌl/
battlefield,/bætʌlfild/
bore,/bɔr/
cat,/kæt/
derivatives,/dɝɪvʌtɪvz/
flux,/flʌks/
geographic,/dʒiʌɡræfɪk/
intake,/ɪnteɪk/
invaded,/ɪnveɪdʌd/
lifted,/lɪftʌd/
minimize,/mɪnʌmaɪz/
numerical,/numɛrʌkʌl/
opens,/oʊpʌnz/
oriented,/ɔriɛntʌd/
releasing,/rilisɪŋ/
simplest,/sɪmplʌst/
stamps,/stæmps/
subjected,/sʌbdʒɛktɪd/
tenure,/tɛnjɝ/
venues,/vɛnuz/
abandon,/ʌbændʌn/
ballot,/bælʌt/
champion,/tʃæmpiʌn/
compressed,/kʌmprɛst/
cultivated,/kʌltʌveɪtʌd/
forty,/fɔrti/
incorrect,/ɪnkɝɛkt/
leaf,/lif/
offense,/ʌfɛns/
sailed,/seɪld/
stressed,/strɛst/
toll,/toʊl/
acute,/ʌkjut/
attraction,/ʌtrækʃʌn/
defendant,/dɪfɛndʌnt/
demanding,/dɪmændɪŋ/
diamond,/daɪmʌnd/
helicopter,/hɛlɪkɑptɝ/
investigated,/ɪnvɛstʌɡeɪtʌd/
memories,/mɛmɝiz/
monarchy,/mɑnɑrki/
nominal,/nɑmʌnʌl/
reluctant,/rɪlʌktʌnt/
silicon,/sɪlʌkʌn/
bay,/beɪ/
charity,/tʃɛrɪti/
induced,/ɪndust/
modify,/mɑdʌfaɪ/
peaks,/piks/
privacy,/praɪvʌsi/
stance,/stæns/
tolerance,/tɑlɝʌns/
venture,/vɛntʃɝ/
adjusted,/ʌdʒʌstʌd/
backing,/bækɪŋ/
belonged,/bɪlɔŋd/
decisive,/dɪsaɪsɪv/
dressed,/drɛst/
expectations,/ɛkspɛkteɪʃʌnz/
harmful,/hɑrmfʌl/
lateral,/lætɝʌl/
mystery,/mɪstɝi/
performs,/pɝfɔrmz/
rivalry,/raɪvʌlri/
sunlight,/sʌnlaɪt/
abundant,/ʌbʌndʌnt/
freight,/freɪt/
inclusion,/ɪnkluʒʌn/
owing,/oʊɪŋ/
predominantly,/prɪdɑmʌnʌntli/
premiere,/prɛmɪr/
repeat,/rɪpit/
struggled,/strʌɡʌld/
swing,/swɪŋ/
texture,/tɛkstʃɝ/
worker,/wɝkɝ/
analogous,/ʌnælʌɡʌs/
barely,/bɛrli/
collision,/kʌlɪʒʌn/
compare,/kʌmpɛr/
conscious,/kɑnʃʌs/
entropy,/ɛntrʌpi/
eventual,/ʌvɛntʃuʌl/
expenses,/ɪkspɛnsʌz/
finishing,/fɪnɪʃɪŋ/
fission,/fɪʃʌn/
guided,/ɡaɪdʌd/
housed,/haʊzd/
imprisonment,/ɪmprɪzʌnmʌnt/
prince,/prɪns/
sensors,/sɛnsɝz/
traded,/treɪdɪd/
tribal,/traɪbʌl/
whereby,/wɛrbaɪ/
whites,/waɪts/
counterparts,/kaʊntɝpɑrts/
deceased,/dɪsist/
develops,/dɪvɛlʌps/
dinner,/dɪnɝ/
exhibited,/ɪɡzɪbʌtʌd/
lying,/laɪɪŋ/
planted,/plæntʌd/
programmes,N/A
revenge,/rivɛndʒ/
sick,/sɪk/
sung,/sʌŋ/
surrendered,/sɝɛndɝd/
that's,/ðæts/
wives,/waɪvz/
bills,/bɪlz/
closure,/kloʊʒɝ/
enterprises,/ɛntɝpraɪzɪz/
fibers,/faɪbɝz/
flowing,/floʊɪŋ/
illustration,/ɪlʌstreɪʃʌn/
playoffs,/pleɪɔfs/
suburbs,/sʌbɝbz/
tens,/tɛnz/
torture,/tɔrtʃɝ/
viable,/vaɪʌbʌl/
walked,/wɔkt/
commerce,/kɑmɝs/
frozen,/froʊzʌn/
guidelines,/ɡaɪdlaɪnz/
irregular,/ɪrɛɡjʌlɝ/
metropolitan,/mɛtrʌpɑlʌtʌn/
poles,/poʊlz/
puts,/pʊts/
rifles,/raɪfʌlz/
rises,/raɪzʌz/
upgrade,/ʌpɡreɪd/
utilized,/jutʌlaɪzd/
associate,/ʌsoʊsiʌt/
centered,/sɛntɝd/
coil,/kɔɪl/
corps,/kɔr/
exceeded,/ɪksidʌd/
inland,/ɪnlænd/
investigations,/ɪnvɛstʌɡeɪʃʌnz/
morality,/mɝælʌti/
photograph,/foʊtʌɡræf/
preservation,/prɛzɝveɪʃʌn/
prone,/proʊn/
pronunciation,/proʊnʌnsieɪʃʌn/
similarity,/sɪmʌlɛrʌti/
thesis,/θisʌs/
truck,/trʌk/
adaptations,/ædæpteɪʃʌnz/
byte,/baɪt/
faithful,/feɪθfʌl/
functioning,/fʌŋkʃʌnɪŋ/
kinetic,/kʌnɛtɪk/
marketed,/mɑrkʌtʌd/
possibilities,/pɑsʌbɪlʌtiz/
resemble,/rɪzɛmbʌl/
algebraic,/ældʒʌbreɪɪk/
attribute,/ætrʌbjut/
bombers,/bɑmɝz/
burden,/bɝdʌn/
companion,/kʌmpænjʌn/
counts,/kaʊnts/
couples,/kʌpʌlz/
defending,/dɪfɛndɪŋ/
discoveries,/dɪskʌvɝiz/
elderly,/ɛldɝli/
ensuing,/ɛnsuɪŋ/
flour,/flaʊɝ/
incomplete,/ɪnkʌmplit/
presumably,/prʌzumʌbli/
refined,/rʌfaɪnd/
reward,/rɪwɔrd/
sensitivity,/sɛnsɪtɪvɪti/
shifts,/ʃɪfts/
threshold,/θrɛʃoʊld/
weakened,/wikʌnd/
affecting,/ʌfɛktɪŋ/
answers,/ænsɝz/
belongs,/bɪlɔŋz/
cannon,/kænʌn/
comics,/kɑmɪks/
identifies,/aɪdɛntʌfaɪz/
musician,/mjuzɪʃʌn/
nutrients,/nutriʌnts/
publicity,/pʌblɪsʌti/
surplus,/sɝplʌs/
torpedo,/tɔrpidoʊ/
transparent,/trænspɛrʌnt/
albeit,/ɔlbiɪt/
allocated,/ælʌkeɪtɪd/
averages,/ævrɪdʒɪz/
behaviors,/bɪheɪvjɝz/
concludes,/kʌnkludz/
damages,/dæmʌdʒʌz/
emphasize,/ɛmfʌsaɪz/
ethics,/ɛθɪks/
fun,/fʌn/
kick,/kɪk/
locked,/lɑkt/
paradox,/pɛrʌdɑks/
portable,/pɔrtʌbʌl/
reply,/rɪplaɪ/
spreading,/sprɛdɪŋ/
starred,/stɑrd/
telecommunications,/tɛlʌkʌmjunʌkeɪʃʌnz/
witnessed,/wɪtnʌst/
cement,/sʌmɛnt/
curriculum,/kɝɪkjʌlʌm/
grammatical,/ɡrʌmætʌkʌl/
namely,/neɪmli/
regulatory,/rɛɡjʌlʌtɔri/
shadow,/ʃædoʊ/
socialist,/soʊʃʌlʌst/
structured,/strʌktʃɝd/
absorb,/ʌbzɔrb/
accessed,/æksɛst/
answered,/ænsɝd/
boxes,/bɑksʌz/
coding,/koʊdɪŋ/
criticised,N/A
devised,/dɪvaɪzd/
encouraging,/ɛnkɝɪdʒɪŋ/
failures,/feɪljɝz/
fault,/fɔlt/
grandfather,/ɡrændfɑðɝ/
imaging,/ɪmɪdʒɪŋ/
investments,/ɪnvɛstmʌnts/
marking,/mɑrkɪŋ/
modulation,/mɑdʒʌleɪʃʌn/
mythology,/mʌθɑlʌdʒi/
regulate,/rɛɡjʌleɪt/
scholarly,/skɑlɝli/
studios,/studioʊz/
transaction,/trænzækʃʌn/
voluntary,/vɑlʌntɛri/
warned,/wɔrnd/
aerial,/ɛriʌl/
disks,/dɪsks/
efficiently,/ɪfɪʃʌntli/
fortune,/fɔrtʃʌn/
ideals,/aɪdilz/
incidents,/ɪnsʌdʌnts/
masters,/mæstɝz/
packets,/pækɪts/
rendering,/rɛndɝɪŋ/
speculation,/spɛkjʌleɪʃʌn/
tiles,/taɪlz/
tones,/toʊnz/
youngest,/jʌŋɡʌst/
abundance,/ʌbʌndʌns/
arises,/ɝaɪzʌz/
certified,/sɝtʌfaɪd/
clause,/klɔz/
conclusions,/kʌnkluʒʌnz/
lecture,/lɛktʃɝ/
negotiate,/nʌɡoʊʃieɪt/
occurrence,/ʌkɝʌns/
productivity,/proʊdʌktɪvʌti/
react,/riækt/
rebuilt,/ribɪlt/
remarked,/rɪmɑrkt/
sharply,/ʃɑrpli/
underwent,/ʌndɝwɛnt/
achievements,/ʌtʃivmʌnts/
ally,/ælaɪ/
assumes,/ʌsumz/
cartridge,/kɑrtrʌdʒ/
copied,/kɑpid/
everywhere,/ɛvriwɛr/
explaining,/ɪkspleɪnɪŋ/
farther,/fɑrðɝ/
fastest,/fæstʌst/
inability,/ɪnʌbɪlɪti/
liberty,/lɪbɝti/
obsolete,/ɑbsʌlit/
prayers,/prɛrz/
resistant,/rɪzɪstʌnt/
weaker,/wikɝ/
arrows,/æroʊz/
beta,/beɪtʌ/
dam,/dæm/
eternal,/ɪtɝnʌl/
fertility,/fɝtɪlʌti/
filling,/fɪlɪŋ/
hardly,/hɑrdli/
helium,/hiliʌm/
indirectly,/ɪndɝɛktli/
receivers,/rʌsivɝz/
registration,/rɛdʒɪstreɪʃʌn/
sealed,/sild/
sheep,/ʃip/
soundtrack,/saʊndtræk/
staged,/steɪdʒd/
sustain,/sʌsteɪn/
triple,/trɪpʌl/
actress,/æktrʌs/
chairman,/tʃɛrmʌn/
citing,/saɪtɪŋ/
continually,/kʌntɪnjuʌli/
crowned,/kraʊnd/
enforce,/ɛnfɔrs/
feels,/filz/
freezing,/frizɪŋ/
globe,/ɡloʊb/
journalist,/dʒɝnʌlʌst/
obligations,/ɑblʌɡeɪʃʌnz/
overlap,/oʊvɝlæp/
trademark,/treɪdmɑrk/
venue,/vɛnju/
warriors,/wɔriɝz/
barriers,/bæriɝz/
clocks,/klɑks/
cup,/kʌp/
exercises,/ɛksɝsaɪzʌz/
mouse,/maʊs/
preceded,/prɪsidɪd/
rated,/reɪtʌd/
rejection,/rɪdʒɛkʃʌn/
spectral,N/A
videos,/vɪdioʊz/
watching,/wɑtʃɪŋ/
widow,/wɪdoʊ/
deployment,/dɪplɔɪmʌnt/
designation,/dɛzʌɡneɪʃʌn/
earning,/ɝnɪŋ/
elder,/ɛldɝ/
email,/imeɪl/
explanations,/ɛksplʌneɪʃʌnz/
loading,/loʊdɪŋ/
lock,/lɑk/
marriages,/mɛrɪdʒɪz/
mile,/maɪl/
painter,/peɪntɝ/
syllables,/sɪlʌbʌlz/
apparatus,/æpɝætʌs/
arrow,/æroʊ/
aviation,/eɪvieɪʃʌn/
bullet,/bʊlʌt/
contracted,/kɑntræktʌd/
elect,/ɪlɛkt/
imagination,/ɪmædʒʌneɪʃʌn/
kernel,/kɝnʌl/
lengthy,/lɛŋθi/
negotiated,/nʌɡoʊʃieɪtʌd/
sat,/sæt/
accepting,/æksɛptɪŋ/
artwork,/ɑrtwɝk/
breakdown,/breɪkdaʊn/
buying,/baɪɪŋ/
considerations,/kʌnsɪdɝeɪʃʌnz/
crews,/kruz/
dropping,/drɑpɪŋ/
flooding,/flʌdɪŋ/
incoming,/ɪnkʌmɪŋ/
interpret,/ɪntɝprʌt/
mate,/meɪt/
specifications,/spɛsʌfʌkeɪʃʌnz/
stationary,/steɪʃʌnɛri/
thickness,/θɪknʌs/
topological,/tʌpʌlɑdʒɪkʌl/
unrelated,/ʌnrɪleɪtɪd/
absolutely,/æbsʌlutli/
aesthetic,/ɛsθɛtɪk/
bigger,/bɪɡɝ/
burst,/bɝst/
conspiracy,/kʌnspɪrʌsi/
discontinued,/dɪskʌntɪnjud/
firearms,/faɪɝɑrmz/
interfaces,/ɪntɝfeɪsɪz/
patents,/pætʌnts/
specially,/spɛʃʌli/
substitute,/sʌbstʌtut/
aggression,/ʌɡrɛʃʌn/
approaching,/ʌproʊtʃɪŋ/
astronomy,/ʌstrɑnʌmi/
avoiding,/ʌvɔɪdɪŋ/
enzyme,/ɛnzaɪm/
fraud,/frɔd/
invested,/ɪnvɛstʌd/
log,/lɔɡ/
marched,/mɑrtʃt/
ordering,/ɔrdɝɪŋ/
predecessor,/prɛdʌsɛsɝ/
relate,/rɪleɪt/
salvation,/sælveɪʃʌn/
stems,/stɛmz/
suppressed,/sʌprɛst/
versa,/vɝsʌ/
baptism,/bæptɪzʌm/
beaches,/bitʃʌz/
cache,/kæʃ/
enforced,/ɛnfɔrst/
hitting,/hɪtɪŋ/
lamps,/læmps/
people's,/pipʌlz/
propulsion,/prʌpʌlʃʌn/
prose,/proʊz/
secretly,/sikrɪtli/
shaft,/ʃæft/
sponsored,/spɑnsɝd/
stretch,/strɛtʃ/
tune,/tun/
veterans,/vɛtɝʌnz/
batteries,/bætɝiz/
colonists,/kɑlʌnɪsts/
correction,/kɝɛkʃʌn/
couldn't,/kʊdʌnt/
customary,/kʌstʌmɛri/
debts,/dɛts/
formations,/fɔrmeɪʃʌnz/
formulas,/fɔrmjʌlʌz/
grades,/ɡreɪdz/
likewise,/laɪkwaɪz/
profitable,/prɑfʌtʌbʌl/
refusal,/rʌfjuzʌl/
rhetoric,/rɛtɝɪk/
supreme,/sʌprim/
compensate,/kɑmpʌnseɪt/
consume,/kʌnsum/
cruise,/kruz/
curved,/kɝvd/
economies,/ɪkɑnʌmiz/
eighth,/eɪtθ/
grey,/ɡreɪ/
handful,/hændfʊl/
high-speed,N/A
highways,/haɪweɪz/
pack,/pæk/
rope,/roʊp/
universally,/junʌvɝsʌli/
urine,/jɝʌn/
accidentally,/æksʌdɛntʌli/
amplifier,/æmplʌfaɪɝ/
appealed,/ʌpild/
arch,/ɑrtʃ/
convince,/kʌnvɪns/
declining,/dɪklaɪnɪŋ/
individually,/ɪndɪvɪdʒuʌli/
naked,/neɪkʌd/
problematic,/prɑblʌmætɪk/
ratios,/reɪʃioʊz/
twin,/twɪn/
adverse,/ædvɝs/
aided,/eɪdʌd/
alike,/ʌlaɪk/
depiction,/dɪpɪkʃʌn/
ears,/ɪrz/
indication,/ɪndʌkeɪʃʌn/
loses,/luzʌz/
metallic,/mʌtælɪk/
scenario,/sɪnɛrioʊ/
upgraded,/ʌpɡreɪdʌd/
bonus,/boʊnʌs/
complained,/kʌmpleɪnd/
cousin,/kʌzʌn/
damaging,/dæmɪdʒɪŋ/
extant,/ɛkstʌnt/
illustrations,/ɪlʌstreɪʃʌnz/
lacks,/læks/
predictions,/pridɪkʃʌnz/
slope,/sloʊp/
taxation,/tækseɪʃʌn/
ers,/ɝz/
admission,/ædmɪʃʌn/
ambiguous,/æmbɪɡjuʌs/
cleared,/klɪrd/
composite,/kʌmpɑzʌt/
deny,/dɪnaɪ/
desktop,/dɛsktɑp/
firmly,/fɝmli/
governmental,/ɡʌvɝmɛntʌl/
mothers,/mʌðɝz/
packages,/pækʌdʒʌz/
resign,/rɪzaɪn/
sequel,/sikwʌl/
thumb,/θʌm/
adventures,/ædvɛntʃɝz/
approximate,/ʌprɑksʌmʌt/
capitalism,/kæpɪtʌlɪzʌm/
cave,/keɪv/
cricket,/krɪkʌt/
crude,/krud/
encoded,/ɛnkoʊdɪd/
forever,/fɝɛvɝ/
generates,/dʒɛnɝeɪts/
hub,/hʌb/
insight,/ɪnsaɪt/
loads,/loʊdz/
missionaries,/mɪʃʌnɛriz/
norm,/nɔrm/
payload,/peɪloʊd/
poll,/poʊl/
seldom,/sɛldʌm/
senses,/sɛnsɪz/
whales,/weɪlz/
advocate,/ædvʌkʌt/
autonomous,/ɔtɑnʌmʌs/
bin,/bɪn/
encounters,/ɪnkaʊntɝz/
exceptional,/ɪksɛpʃʌnʌl/
gallery,/ɡælɝi/
gradual,/ɡrædʒuʌl/
hoping,/hoʊpɪŋ/
humidity,/hjumɪdʌti/
kilometers,/kʌlɑmʌtɝz/
mobility,/moʊbɪlʌti/
neurons,/nʊrɑnz/
northeast,/nɔrθist/
passion,/pæʃʌn/
realize,/rilaɪz/
regards,/rɪɡɑrdz/
sailors,/seɪlɝz/
subjective,/sʌbdʒɛktɪv/
accidents,/æksʌdʌnts/
cavity,/kævʌti/
championships,/tʃæmpiʌnʃɪps/
commodity,/kʌmɑdʌti/
contested,/kʌntɛstʌd/
peers,/pɪrz/
prints,/prɪnts/
publishers,/pʌblɪʃɝz/
refuse,/rʌfjuz/
rivals,/raɪvʌlz/
servant,/sɝvʌnt/
short-lived,N/A
bankruptcy,/bæŋkrʌpsi/
bottle,/bɑtʌl/
cathode,/kæθoʊd/
combines,/kʌmbaɪnz/
extinct,/ɪkstɪŋkt/
helicopters,/hɛlɪkɑptɝz/
honey,/hʌni/
republic,/ripʌblʌk/
validity,/vʌlɪdʌti/
winners,/wɪnɝz/
witnesses,/wɪtnʌsʌz/
alien,/eɪliʌn/
aligned,/ʌlaɪnd/
analyzed,/ænʌlaɪzd/
ancestor,/ænsɛstɝ/
announcement,/ʌnaʊnsmʌnt/
busy,/bɪzi/
cartridges,/kɑrtrʌdʒʌz/
delays,/dɪleɪz/
disciplines,/dɪsʌplʌnz/
ecological,/ikʌlɑdʒɪkʌl/
ensuring,/ɛnʃʊrɪŋ/
envelope,/ɛnvʌloʊp/
facto,/fæktoʊ/
galaxy,/ɡælʌksi/
gaming,/ɡeɪmɪŋ/
grains,/ɡreɪnz/
innovations,/ɪnʌveɪʃʌnz/
limbs,/lɪmz/
magical,/mædʒɪkʌl/
merger,/mɝdʒɝ/
norms,/nɔrmz/
relativity,/rɛlʌtɪvʌti/
temples,/tɛmpʌlz/
tense,/tɛns/
trips,/trɪps/
vendors,/vɛndɝz/
activated,/æktʌveɪtʌd/
applicable,/æplʌkʌbʌl/
biographer,/baɪɑɡrʌfɝ/
calculus,/kælkjʌlʌs/
climb,/klaɪm/
cubic,/kjubɪk/
displaced,/dɪspleɪst/
economically,/ɛkʌnɑmɪkli/
famine,/fæmʌn/
interfere,/ɪntɝfɪr/
journals,/dʒɝnʌlz/
jumping,/dʒʌmpɪŋ/
ratified,/rætʌfaɪd/
storms,/stɔrmz/
successes,/sʌksɛsʌz/
till,/tɪl/
ambitious,/æmbɪʃʌs/
anger,/æŋɡɝ/
computation,/kɑmpjʌteɪʃʌn/
computational,/kɑmpjuteɪʃʌnʌl/
disabled,/dɪseɪbʌld/
employs,/ɛmplɔɪz/
grouped,/ɡrupt/
impose,/ɪmpoʊz/
man's,/mænz/
paved,/peɪvd/
refuses,/rʌfjuzʌz/
relay,/rileɪ/
shortened,/ʃɔrtʌnd/
simplicity,/sɪmplɪsʌti/
sketch,/skɛtʃ/
tuned,/tund/
underwater,/ʌndɝwɔtɝ/
cathedral,/kʌθidrʌl/
diesel,/disʌl/
dynamics,/daɪnæmɪks/
eldest,/ɛldʌst/
happiness,/hæpinʌs/
lawyers,/lɔjɝz/
leagues,/liɡz/
licensing,/laɪsʌnsɪŋ/
pension,/pɛnʃʌn/
ray,/reɪ/
resonance,/rɛzʌnʌns/
satisfied,/sætʌsfaɪd/
sovereign,/sɑvrʌn/
thoroughly,/θɝoʊli/
tidal,/taɪdʌl/
watched,/wɑtʃt/
confirm,/kʌnfɝm/
denote,/dɪnoʊt/
diminished,/dɪmɪnɪʃt/
expertise,/ɛkspɝtiz/
extracted,/ɪkstræktʌd/
humor,/hjumɝ/
infections,/ɪnfɛkʃʌnz/
knights,/naɪts/
lung,/lʌŋ/
receptors,/rʌsɛptɝz/
alpha,/ælfʌ/
challenging,/tʃælʌndʒɪŋ/
conclude,/kʌnklud/
cosmic,/kɑzmɪk/
dancers,/dænsɝz/
discs,/dɪsks/
enrolled,/ɛnroʊld/
fears,/fɪrz/
hiding,/haɪdɪŋ/
journalists,/dʒɝnʌlʌsts/
judged,/dʒʌdʒd/
myths,/mɪθs/
observing,/ʌbzɝvɪŋ/
parade,/pɝeɪd/
photons,/foʊtɑnz/
pink,/pɪŋk/
refuge,/rɛfjudʒ/
retaining,/rɪteɪnɪŋ/
tenth,/tɛnθ/
weekend,/wikɛnd/
alternating,/ɔltɝneɪtɪŋ/
angry,/æŋɡri/
breast,/brɛst/
compatibility,/kʌmpætʌbɪlʌti/
displacement,/dɪspleɪsmʌnt/
harvest,/hɑrvʌst/
impressive,/ɪmprɛsɪv/
mandatory,/mændʌtɔri/
neighbors,/neɪbɝz/
parameter,/pɝæmʌtɝ/
statute,/stætʃut/
terminals,/tɝmʌnʌlz/
trucks,/trʌks/
verses,/vɝsʌz/
agrees,/ʌɡriz/
births,/bɝθs/
blamed,/bleɪmd/
denominations,/dɪnɔmʌneɪʃʌnz/
drought,/draʊt/
estates,/ɪsteɪts/
expressing,/ɪksprɛsɪŋ/
justification,/dʒʌstʌfʌkeɪʃʌn/
microwave,/maɪkrʌweɪv/
prominence,/prɑmʌnʌns/
stomach,/stʌmʌk/
strengthened,/strɛŋθʌnd/
suspect,/sʌspɛkt/
tournaments,/tɝnʌmʌnts/
transitions,/trænzɪʃʌnz/
weights,/weɪts/
beneficial,/bɛnʌfɪʃʌl/
blades,/bleɪdz/
committees,/kʌmɪtiz/
comparing,/kʌmpɛrɪŋ/
costume,/kɑstum/
diving,/daɪvɪŋ/
heroes,/hɪroʊz/
inexpensive,/ɪnɪkspɛnsɪv/
invisible,/ɪnvɪzʌbʌl/
prescribed,/priskraɪbd/
receptor,/risɛptɝ/
simulation,/sɪmjʌleɪʃʌn/
surprised,/sɝpraɪzd/
violin,/vaɪʌlɪn/
wake,/weɪk/
activists,/æktʌvʌsts/
automated,/ɔtʌmeɪtɪd/
axiom,/æksiʌm/
button,/bʌtʌn/
canon,/kænʌn/
compulsory,/kʌmpʌlsɝi/
crushed,/krʌʃt/
dice,/daɪs/
distributions,/dɪstrʌbjuʃʌnz/
drainage,/dreɪnʌdʒ/
flame,/fleɪm/
fur,/fɝ/
impacts,/ɪmpækts/
nationalist,/næʃʌnʌlʌst/
cent,/sɛnt/
summary,/sʌmɝi/
transcription,/trænskrɪpʃʌn/
climbing,/klaɪmɪŋ/
congregation,/kɑŋɡrʌɡeɪʃʌn/
connects,/kʌnɛkts/
dependence,/dɪpɛndʌns/
documentation,/dɑkjʌmɛnteɪʃʌn/
employee,/ɛmplɔɪi/
examine,/ɪɡzæmɪn/
homosexual,/hoʊmoʊsɛkʃʌwʌl/
inadequate,/ɪnædʌkwʌt/
listening,/lɪsʌnɪŋ/
lit,/lɪt/
lungs,/lʌŋz/
no.,N/A
realism,/rilɪzʌm/
sampling,/sæmplɪŋ/
signaling,/sɪɡnʌlɪŋ/
socially,/soʊʃʌli/
stake,/steɪk/
suits,/suts/
transmitter,/trænsmɪtɝ/
faction,/fækʃʌn/
healing,/hilɪŋ/
instability,/ɪnstʌbɪlɪti/
lamp,/læmp/
lowered,/loʊɝd/
obtaining,/ʌbteɪnɪŋ/
peaked,/pikt/
recommendations,/rɛkʌmʌndeɪʃʌnz/
rockets,/rɑkʌts/
rounded,/raʊndʌd/
spinning,/spɪnɪŋ/
unnecessary,/ʌnnɛsʌsɛri/
wartime,/wɔrtaɪm/
assignment,/ʌsaɪnmʌnt/
consistency,/kʌnsɪstʌnsi/
monastery,/mɑnʌstɛri/
onset,/ɑnsɛt/
robust,/roʊbʌst/
scandal,/skændʌl/
sensor,/sɛnsɝ/
triggered,/trɪɡɝd/
coefficient,/koʊʌfɪʃʌnt/
collectively,/kʌlɛktɪvli/
diagnosed,/daɪʌɡnoʊst/
exterior,/ɪkstɪriɝ/
formulation,/fɔrmjʌleɪʃʌn/
grace,/ɡreɪs/
he's,/hiz/
inch,/ɪntʃ/
loops,/lups/
municipalities,/mjunɪsʌpælɪtiz/
practically,/præktʌkli/
suspension,/sʌspɛnʃʌn/
warming,/wɔrmɪŋ/
weakness,/wiknʌs/
basically,/beɪsɪkli/
dealer,/dilɝ/
debris,/dʌbri/
generals,/dʒɛnɝʌlz/
ideology,/aɪdiɑlʌdʒi/
